Match ID,Turnaus,Joukkue1,Joukkue2,Kartta,T1 Score,T2 Score,T1 FH,T1 SH,T2 FH,T2 SH,T1 Clutches,T2 Clutches,T1 FK,T2 FK,T1 Rating,T2 Rating,Tyyppi,Päiväys,MapNro,Voittaja,Team1,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Team2,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Voittaja,T1 Tapot,T2 Tapot,Tapot Yht,T1 K/R,T2 K/R,T1 Taso,T2 Taso,Ott Taso,Turnaus Taso,Turnaus Tyyppi,Total Rounds
22440,Thunderpick World Championship 2023,Ninjas in Pyjamas,Virtus.pro,Inferno,10,13,5,5,7,6,0,2,10,13,0.93,1.17,Online,10/27/2023,Map3,2,Ninjas in Pyjamas,REZ,22440,23 - 16,1.44,103,3,1.44,headtr1ck,22440,16 - 15,1.07,72.5,0,1.05,maxster,22440,14 - 16,0.88,66,1,0.96,es3tag,22440,15 - 13,1.15,61.3,-3,0.96,k0nfig,22440,3 - 21,0.14,28.2,-4,0.24,Virtus.pro,n0rb3r7,22440,26 - 13,2,106,0,1.71,Jame,22440,16 - 9,1.78,73.6,4,1.4,mir,22440,15 - 20,0.75,67.1,4,0.97,FL1T,22440,11 - 15,0.73,77.2,-3,0.91,fame,22440,13 - 15,0.87,64.4,-2,0.88,2,71,81,152,3.09,3.52,3,2,5,19,Medium,23
22441,Thunderpick World Championship 2023,FaZe,SAW,Anubis,13,6,8,5,4,2,4,2,11,8,1.42,0.88,Online,10/27/2023,Map1,1,FaZe,Twistzz,22441,21 - 10,2.1,118.6,-2,1.78,ropz,22441,18 - 7,2.57,85.9,2,1.73,karrigan,22441,18 - 14,1.29,99.6,2,1.53,broky,22441,16 - 13,1.23,70.8,3,1.32,rain,22441,7 - 14,0.5,51.5,-2,0.76,SAW,roman,22441,16 - 16,1,78.9,1,1.04,ewjerkz,22441,14 - 19,0.74,97.9,-2,1.04,story,22441,10 - 17,0.59,71.1,1,0.88,arrozdoce,22441,11 - 14,0.79,61.3,-3,0.75,MUTiRiS,22441,7 - 14,0.5,38.2,0,0.69,1,80,58,138,4.21,3.05,1,5,6,19,Medium,19
22442,Thunderpick World Championship 2023,FaZe,SAW,Nuke,13,6,7,6,5,1,2,0,11,8,1.3,0.82,Online,10/27/2023,Map2,1,FaZe,broky,22442,20 - 12,1.67,106.7,0,1.61,rain,22442,13 - 13,1,92.6,3,1.3,ropz,22442,14 - 7,2,69.3,1,1.29,Twistzz,22442,13 - 10,1.3,77.6,-1,1.27,karrigan,22442,12 - 12,1,46.8,0,1.01,SAW,ewjerkz,22442,12 - 15,0.8,74.4,0,0.98,MUTiRiS,22442,12 - 15,0.8,79.7,-3,0.93,story,22442,14 - 14,1,64,1,0.92,arrozdoce,22442,8 - 13,0.62,53.7,-1,0.69,roman,22442,8 - 15,0.53,41.8,0,0.58,1,72,54,126,3.79,2.84,1,5,6,19,Medium,19
22443,Thunderpick World Championship 2023,fnatic,Ninjas in Pyjamas,Ancient,13,6,10,3,2,4,0,0,14,5,1.24,0.78,Online,10/28/2023,Map1,1,fnatic,mezii,22443,24 - 12,2,125.1,5,1.89,roeJ,22443,16 - 11,1.45,101,-1,1.33,KRIMZ,22443,9 - 7,1.29,60.9,2,1.14,dexter,22443,14 - 11,1.27,59.5,0,0.93,afro,22443,9 - 10,0.9,56.8,3,0.89,Ninjas in Pyjamas,headtr1ck,22443,16 - 11,1.45,73.9,-3,1.14,es3tag,22443,12 - 15,0.8,75.7,1,0.93,REZ,22443,10 - 15,0.67,51.7,-3,0.65,k0nfig,22443,7 - 15,0.47,46,-2,0.61,maxster,22443,6 - 16,0.38,55.6,-2,0.57,1,72,51,123,3.79,2.68,5,3,8,19,Medium,19
22444,Thunderpick World Championship 2023,fnatic,Ninjas in Pyjamas,Inferno,16,14,5,7,7,5,5,1,12,18,1.06,1.1,Online,10/28/2023,Map2,1,fnatic,roeJ,22444,25 - 23,1.09,91.2,3,1.35,mezii,22444,22 - 20,1.1,81.8,-8,1.17,afro,22444,19 - 19,1,65.9,-2,1,dexter,22444,22 - 23,0.96,74.7,1,0.95,KRIMZ,22444,16 - 20,0.8,58.8,0,0.85,Ninjas in Pyjamas,k0nfig,22444,29 - 20,1.45,74.4,1,1.23,maxster,22444,24 - 20,1.2,85.7,4,1.21,REZ,22444,20 - 19,1.05,82.6,4,1.21,headtr1ck,22444,18 - 21,0.86,76.9,-1,1,es3tag,22444,14 - 24,0.58,64.2,-2,0.87,1,104,105,209,3.47,3.5,5,3,8,19,Medium,30
22445,Thunderpick World Championship 2023,Cloud9,Virtus.pro,Vertigo,5,13,5,0,7,6,0,2,9,9,0.73,1.35,Online,10/28/2023,Map1,2,Cloud9,Boombl4,22445,13 - 14,0.93,86.1,-1,1.05,HObbit,22445,9 - 13,0.69,59.1,2,0.78,Perfecto,22445,10 - 12,0.83,45.6,0,0.71,electroNic,22445,7 - 13,0.54,49.8,-1,0.61,Ax1Le,22445,5 - 15,0.33,51.8,0,0.52,Virtus.pro,FL1T,22445,16 - 8,2,91.1,1,1.53,Jame,22445,15 - 8,1.88,87.5,0,1.52,n0rb3r7,22445,16 - 8,2,74.6,-2,1.31,mir,22445,12 - 11,1.09,83.1,0,1.29,fame,22445,8 - 9,0.89,50.3,1,1.09,2,44,67,111,2.44,3.72,2,2,4,19,Medium,18
22446,Thunderpick World Championship 2023,Cloud9,Virtus.pro,Ancient,13,6,6,7,6,0,0,1,10,9,1.27,0.83,Online,10/28/2023,Map2,1,Cloud9,Ax1Le,22446,20 - 12,1.67,111.8,2,1.57,Boombl4,22446,16 - 14,1.14,95.1,1,1.33,electroNic,22446,14 - 10,1.4,75,1,1.25,Perfecto,22446,14 - 9,1.56,63.6,0,1.18,HObbit,22446,10 - 11,0.91,71,-3,1.01,Virtus.pro,FL1T,22446,15 - 15,1,85.5,3,1.14,Jame,22446,13 - 11,1.18,70.5,1,1.06,mir,22446,13 - 16,0.81,74.2,-2,0.9,n0rb3r7,22446,7 - 18,0.39,54.9,-2,0.54,fame,22446,7 - 14,0.5,50.4,-1,0.51,1,74,55,129,3.89,2.89,2,2,4,19,Medium,19
22447,Thunderpick World Championship 2023,Cloud9,Virtus.pro,Anubis,13,8,8,5,4,4,0,0,12,9,1.12,0.96,Online,10/28/2023,Map3,1,Cloud9,HObbit,22447,17 - 10,1.7,87.1,1,1.32,electroNic,22447,15 - 14,1.07,77,0,1.13,Perfecto,22447,12 - 10,1.2,71,1,1.12,Boombl4,22447,13 - 12,1.08,56.6,2,1.06,Ax1Le,22447,11 - 15,0.73,78.1,-1,0.98,Virtus.pro,Jame,22447,20 - 10,2,84.6,3,1.49,mir,22447,12 - 14,0.86,84.1,0,1.1,fame,22447,7 - 13,0.54,45.4,-2,0.74,n0rb3r7,22447,12 - 17,0.71,56.6,-1,0.74,FL1T,22447,10 - 14,0.71,54.2,-3,0.71,1,68,61,129,3.24,2.9,2,2,4,19,Medium,21
22448,Thunderpick World Championship 2023,Wildcard,SAW,Anubis,13,9,5,8,7,2,0,1,9,12,1.28,0.87,Online,10/28/2023,Map1,1,Wildcard,d4rty,22448,21 - 9,2.33,96.9,1,1.55,SLIGHT,22448,20 - 11,1.82,79.1,0,1.46,freshie,22448,13 - 11,1.18,81.4,1,1.22,brett,22448,15 - 15,1,69.4,1,1.12,Cryptic,22448,14 - 13,1.08,59.8,-6,1.03,SAW,arrozdoce,22448,14 - 15,0.93,87.9,1,1.13,story,22448,15 - 16,0.94,80.1,4,1.1,ewjerkz,22448,9 - 18,0.5,57.2,0,0.79,MUTiRiS,22448,9 - 16,0.56,48.7,-1,0.68,roman,22448,12 - 18,0.67,46.8,-1,0.67,1,83,59,142,3.77,2.68,5,5,10,19,Medium,22
22449,Thunderpick World Championship 2023,Wildcard,SAW,Nuke,4,13,4,0,8,5,0,0,8,9,0.71,1.4,Online,10/28/2023,Map2,2,Wildcard,d4rty,22449,12 - 12,1,60.4,1,0.98,SLIGHT,22449,11 - 12,0.92,59.8,-1,0.85,freshie,22449,11 - 16,0.69,77.8,0,0.82,Cryptic,22449,3 - 14,0.21,40.7,-1,0.45,brett,22449,4 - 15,0.27,47,0,0.42,SAW,story,22449,16 - 5,3.2,106.5,3,1.86,roman,22449,14 - 7,2,69.9,1,1.41,MUTiRiS,22449,13 - 7,1.86,91,-1,1.32,ewjerkz,22449,13 - 11,1.18,75.8,0,1.22,arrozdoce,22449,13 - 12,1.08,64.9,-2,1.17,2,41,69,110,2.41,4.06,5,5,10,19,Medium,17
22450,Thunderpick World Championship 2023,Wildcard,SAW,Ancient,6,13,5,1,7,6,4,1,7,12,0.84,1.38,Online,10/28/2023,Map3,2,Wildcard,Cryptic,22450,16 - 15,1.07,79.3,-1,1.3,SLIGHT,22450,12 - 15,0.8,80.7,0,0.93,d4rty,22450,10 - 17,0.59,66.5,0,0.82,freshie,22450,11 - 17,0.65,53.3,-5,0.69,brett,22450,5 - 17,0.29,41.6,1,0.48,SAW,ewjerkz,22450,19 - 10,1.9,96.5,2,1.57,story,22450,18 - 12,1.5,86.6,1,1.4,MUTiRiS,22450,16 - 11,1.45,84.4,2,1.36,roman,22450,12 - 11,1.09,88.5,1,1.33,arrozdoce,22450,16 - 10,1.6,72,-1,1.26,2,54,81,135,2.84,4.26,5,5,10,19,Medium,19
22451,Thunderpick World Championship 2023,Monte,FaZe,Mirage,9,13,0,9,12,1,1,2,12,10,0.99,1.23,Online,10/28/2023,Map1,2,Monte,kRaSnaL,22451,20 - 17,1.18,75.2,-1,1.17,sdy,22451,17 - 18,0.94,84.7,4,1.12,br0,22451,12 - 19,0.63,81.6,-2,0.97,DemQQ,22451,15 - 17,0.88,66.6,-1,0.87,Woro2k,22451,11 - 17,0.65,65,2,0.82,FaZe,ropz,22451,24 - 13,1.85,100.1,4,1.61,Twistzz,22451,18 - 15,1.2,97.1,-2,1.3,rain,22451,15 - 15,1,80.4,2,1.2,broky,22451,16 - 16,1,68.6,-1,1.06,karrigan,22451,15 - 16,0.94,69.3,-5,0.97,2,75,88,163,3.41,4,3,1,4,19,Medium,22
22452,Thunderpick World Championship 2023,Monte,FaZe,Nuke,8,13,6,2,6,7,0,1,10,11,0.91,1.21,Online,10/28/2023,Map2,2,Monte,sdy,22452,17 - 17,1,84.9,4,1.13,br0,22452,15 - 16,0.94,91.9,-4,1.1,DemQQ,22452,15 - 17,0.88,73.4,1,0.97,kRaSnaL,22452,11 - 16,0.69,58.4,-1,0.8,Woro2k,22452,6 - 15,0.4,41.1,-1,0.54,FaZe,Twistzz,22452,22 - 12,1.83,106.4,0,1.65,ropz,22452,23 - 12,1.92,106.3,1,1.58,broky,22452,14 - 12,1.17,68.2,1,1.02,rain,22452,12 - 15,0.8,66.8,-1,0.9,karrigan,22452,10 - 13,0.77,57.3,0,0.89,2,64,81,145,3.05,3.86,3,1,4,19,Medium,21
22453,Thunderpick World Championship 2023,fnatic,Virtus.pro,Overpass,2,13,2,0,10,3,0,1,4,11,0.54,1.61,Online,10/29/2023,Map1,2,fnatic,mezii,22453,8 - 12,0.67,85.3,0,0.78,roeJ,22453,9 - 14,0.64,66.3,0,0.77,KRIMZ,22453,8 - 13,0.62,58.2,-1,0.62,afro,22453,3 - 14,0.21,35.7,-3,0.29,dexter,22453,3 - 14,0.21,37.9,-3,0.25,Virtus.pro,mir,22453,17 - 4,4.25,104.9,5,2.1,FL1T,22453,15 - 7,2.14,108.5,0,1.86,fame,22453,15 - 9,1.67,89.3,0,1.49,Jame,22453,10 - 6,1.67,70.9,1,1.3,n0rb3r7,22453,9 - 5,1.8,70.1,1,1.3,2,31,66,97,2.07,4.4,5,2,7,19,Medium,15
22454,Thunderpick World Championship 2023,fnatic,Virtus.pro,Inferno,22,20,6,6,6,6,4,4,25,17,1.04,1.11,Online,10/29/2023,Map2,1,fnatic,KRIMZ,22454,33 - 25,1.32,87,5,1.26,mezii,22454,31 - 30,1.03,78.6,4,1.2,afro,22454,31 - 32,0.97,72.8,-1,0.99,roeJ,22454,24 - 32,0.75,74.3,-3,0.91,dexter,22454,18 - 32,0.56,52.5,3,0.82,Virtus.pro,Jame,22454,36 - 19,1.89,84,1,1.43,FL1T,22454,36 - 35,1.03,107.5,-3,1.36,fame,22454,37 - 26,1.42,82.7,0,1.26,n0rb3r7,22454,24 - 26,0.92,54.5,-1,0.9,mir,22454,18 - 31,0.58,47.9,-5,0.61,1,137,151,288,3.26,3.6,5,2,7,19,Medium,42
22455,Thunderpick World Championship 2023,fnatic,Virtus.pro,Ancient,10,13,4,6,8,5,2,4,11,12,0.99,1.14,Online,10/29/2023,Map3,2,fnatic,dexter,22455,23 - 19,1.21,109.3,3,1.51,KRIMZ,22455,20 - 13,1.54,79,-1,1.13,mezii,22455,13 - 20,0.65,86.7,-1,0.95,roeJ,22455,11 - 17,0.65,60.4,-2,0.71,afro,22455,9 - 15,0.6,38,0,0.65,Virtus.pro,fame,22455,19 - 16,1.19,93.2,2,1.33,mir,22455,17 - 14,1.21,76,2,1.23,FL1T,22455,19 - 16,1.19,79.3,0,1.19,n0rb3r7,22455,16 - 17,0.94,86,-3,1.13,Jame,22455,11 - 13,0.85,43.6,0,0.84,2,76,82,158,3.3,3.57,5,2,7,19,Medium,23
22456,Thunderpick World Championship 2023,Spirit,Complexity,Anubis,13,3,11,2,1,2,2,0,13,3,1.46,0.76,Online,10/29/2023,Map1,1,Spirit,donk,22456,20 - 6,3.33,104.8,3,1.92,zont1x,22456,12 - 12,1,109.1,4,1.61,magixx,22456,12 - 6,2,83.6,1,1.52,ArtFr0st,22456,13 - 7,1.86,58,2,1.31,chopper,22456,9 - 12,0.75,77.4,0,0.92,Complexity,JT,22456,12 - 13,0.92,89.9,-2,0.99,EliGE,22456,10 - 13,0.77,69.7,-1,0.86,hallzerk,22456,6 - 13,0.46,56.4,-2,0.72,floppy,22456,8 - 14,0.57,57.1,-2,0.63,Grim,22456,7 - 13,0.54,49.6,-3,0.57,1,66,43,109,4.13,2.69,1,3,4,19,Medium,16
22457,Thunderpick World Championship 2023,Spirit,Complexity,Nuke,13,10,6,7,6,4,2,2,19,4,1.25,0.92,Online,10/29/2023,Map2,1,Spirit,donk,22457,25 - 15,1.67,97.5,4,1.55,zont1x,22457,18 - 15,1.2,80.8,3,1.3,ArtFr0st,22457,14 - 13,1.08,63.9,5,1.18,chopper,22457,16 - 16,1,85.1,1,1.11,magixx,22457,14 - 14,1,61.1,2,1.09,Complexity,EliGE,22457,20 - 20,1,105.1,-6,1.11,hallzerk,22457,15 - 17,0.88,76.4,1,1.08,floppy,22457,15 - 17,0.88,82.1,-3,0.99,Grim,22457,15 - 15,1,49.3,-5,0.94,JT,22457,7 - 18,0.39,37.5,-2,0.47,1,87,72,159,3.78,3.13,1,3,4,19,Medium,23
22458,Thunderpick World Championship 2023,MOUZ,M80,Ancient,13,7,6,7,6,1,4,1,8,12,1.21,0.91,Online,10/29/2023,Map1,1,MOUZ,torzsi,22458,19 - 10,1.9,96,1,1.56,Jimpphat,22458,16 - 14,1.14,82.5,0,1.3,siuhy,22458,15 - 11,1.36,75.1,-2,1.25,xertioN,22458,14 - 13,1.08,73.5,-1,1,frozen,22458,9 - 12,0.75,60.9,-2,0.96,M80,maNkz,22458,15 - 15,1,77.2,2,1.1,Swisher,22458,13 - 15,0.87,72.7,5,1.09,reck,22458,12 - 15,0.8,76.8,-1,0.91,WolfY,22458,12 - 14,0.86,49.7,-2,0.8,malbsMd,22458,8 - 14,0.57,48.9,0,0.67,1,73,60,133,3.65,3,2,5,7,19,Medium,20
22459,Thunderpick World Championship 2023,MOUZ,M80,Vertigo,13,11,9,4,3,8,3,3,13,11,1.18,1.02,Online,10/29/2023,Map2,1,MOUZ,xertioN,22459,22 - 20,1.1,113.3,2,1.41,torzsi,22459,20 - 13,1.54,81.2,1,1.39,frozen,22459,20 - 14,1.43,75.9,1,1.32,Jimpphat,22459,20 - 16,1.25,77.2,-2,1.12,siuhy,22459,8 - 20,0.4,45,0,0.69,M80,reck,22459,21 - 16,1.31,87,2,1.36,malbsMd,22459,20 - 19,1.05,87.2,1,1.14,Swisher,22459,15 - 20,0.75,74.6,1,1,WolfY,22459,13 - 18,0.72,59.7,-4,0.81,maNkz,22459,11 - 17,0.65,58.2,-2,0.78,1,90,80,170,3.75,3.33,2,5,7,19,Medium,24
22460,Thunderpick World Championship 2023,SAW,Monte,Vertigo,10,13,2,8,10,3,1,1,11,12,0.89,1.27,Online,10/29/2023,Map1,2,SAW,story,22460,26 - 17,1.53,98.7,2,1.48,roman,22460,11 - 18,0.61,58.7,-1,0.81,ewjerkz,22460,12 - 15,0.8,53.5,-3,0.79,MUTiRiS,22460,13 - 18,0.72,63.7,0,0.75,arrozdoce,22460,8 - 19,0.42,48.3,1,0.63,Monte,sdy,22460,21 - 13,1.62,100.9,1,1.56,br0,22460,22 - 16,1.38,92.3,2,1.41,Woro2k,22460,19 - 12,1.58,85.5,-1,1.29,kRaSnaL,22460,17 - 14,1.21,78.1,2,1.26,DemQQ,22460,8 - 15,0.53,44.3,-3,0.81,2,70,87,157,3.04,3.78,5,3,8,19,Medium,23
22461,Thunderpick World Championship 2023,SAW,Monte,Anubis,9,13,5,4,7,6,3,3,12,10,1,1.25,Online,10/29/2023,Map2,2,SAW,roman,22461,19 - 20,0.95,96.6,1,1.22,ewjerkz,22461,16 - 18,0.89,78.2,0,1.12,MUTiRiS,22461,16 - 18,0.89,82.2,0,1.12,story,22461,14 - 16,0.88,54.3,0,0.9,arrozdoce,22461,8 - 19,0.42,53.4,1,0.62,Monte,Woro2k,22461,26 - 14,1.86,123.9,2,1.76,DemQQ,22461,23 - 14,1.64,96,-1,1.42,sdy,22461,17 - 17,1,84,-1,1.13,kRaSnaL,22461,13 - 16,0.81,77.1,0,1.06,br0,22461,12 - 13,0.92,42.8,-2,0.89,2,73,91,164,3.32,4.14,5,3,8,19,Medium,22
22462,Thunderpick World Championship 2023,Heroic,Nouns,Nuke,13,5,8,5,4,1,0,0,10,8,1.3,0.71,Online,10/30/2023,Map1,1,Heroic,TeSeS,22462,19 - 10,1.9,98.8,1,1.71,dupreeh,22462,15 - 8,1.88,93.7,2,1.52,Chr1zN,22462,12 - 7,1.71,76.6,2,1.35,sirah,22462,10 - 9,1.11,61.2,0,1.09,sjuush,22462,11 - 12,0.92,60.8,-3,0.85,Nouns,Bwills,22462,12 - 14,0.86,66.3,0,0.89,cJ dA K1nG,22462,7 - 14,0.5,67.9,2,0.71,MarKE,22462,7 - 14,0.5,54.2,-1,0.67,cynic,22462,8 - 11,0.73,53.2,-1,0.66,nosraC,22462,9 - 14,0.64,56.8,-2,0.62,1,67,43,110,3.72,2.39,3,5,8,19,Medium,18
22463,Thunderpick World Championship 2023,Heroic,Nouns,Mirage,11,13,6,5,6,7,0,0,14,10,1.03,1.02,Online,10/30/2023,Map2,2,Heroic,dupreeh,22463,22 - 16,1.38,89.9,5,1.39,Chr1zN,22463,19 - 16,1.19,87.1,2,1.25,TeSeS,22463,17 - 17,1,75.6,0,1.14,sirah,22463,9 - 16,0.56,43.8,-1,0.69,sjuush,22463,8 - 15,0.53,48.3,-2,0.67,Nouns,cynic,22463,18 - 14,1.29,86.5,-2,1.22,MarKE,22463,19 - 14,1.36,71.1,-1,1.09,cJ dA K1nG,22463,16 - 14,1.14,62,-1,0.99,Bwills,22463,12 - 16,0.75,63.2,4,0.97,nosraC,22463,14 - 17,0.82,64.5,-4,0.86,2,75,79,154,3.13,3.29,3,5,8,19,Medium,24
22464,Thunderpick World Championship 2023,Heroic,Nouns,Vertigo,13,4,9,4,3,1,1,0,9,8,1.41,0.73,Online,10/30/2023,Map3,1,Heroic,TeSeS,22464,19 - 11,1.73,111.8,3,1.67,sjuush,22464,16 - 7,2.29,83.2,1,1.57,sirah,22464,16 - 7,2.29,70.7,1,1.39,Chr1zN,22464,12 - 7,1.71,85.3,-2,1.33,dupreeh,22464,10 - 11,0.91,82.2,-2,1.08,Nouns,nosraC,22464,12 - 14,0.86,77.4,1,0.99,cynic,22464,8 - 15,0.53,60.4,0,0.73,Bwills,22464,10 - 15,0.67,61.9,2,0.73,MarKE,22464,7 - 14,0.5,47.8,-3,0.63,cJ dA K1nG,22464,6 - 15,0.4,54.4,-1,0.57,1,73,43,116,4.29,2.53,3,5,8,19,Medium,17
22465,Thunderpick World Championship 2023,Complexity,M80,Overpass,13,8,9,4,3,5,2,2,13,8,1.35,0.78,Online,10/30/2023,Map1,1,Complexity,EliGE,22465,19 - 9,2.11,109.5,4,1.72,JT,22465,19 - 12,1.58,87.7,1,1.45,Grim,22465,13 - 12,1.08,62.5,1,1.26,hallzerk,22465,14 - 10,1.4,67,0,1.18,floppy,22465,14 - 12,1.17,73.5,-1,1.13,M80,maNkz,22465,16 - 15,1.07,73.4,1,1.12,Swisher,22465,17 - 14,1.21,91.1,-4,1.09,malbsMd,22465,9 - 17,0.53,54.9,1,0.66,WolfY,22465,8 - 17,0.47,56.4,-1,0.62,reck,22465,5 - 16,0.31,25.9,-2,0.39,1,79,55,134,3.76,2.62,3,5,8,19,Medium,21
22466,Thunderpick World Championship 2023,Complexity,M80,Vertigo,13,6,8,5,4,2,2,1,14,5,1.36,0.78,Online,10/30/2023,Map2,1,Complexity,EliGE,22466,20 - 9,2.22,107.9,2,1.71,hallzerk,22466,18 - 9,2,81.7,0,1.36,floppy,22466,14 - 11,1.27,86.6,2,1.29,Grim,22466,12 - 9,1.33,66.2,3,1.23,JT,22466,12 - 12,1,77.8,2,1.21,M80,Swisher,22466,13 - 16,0.81,78.6,0,1.02,malbsMd,22466,13 - 15,0.87,77.3,0,0.9,reck,22466,8 - 13,0.62,56.3,-3,0.73,WolfY,22466,8 - 17,0.47,56.2,-2,0.65,maNkz,22466,8 - 16,0.5,41.4,-4,0.62,1,76,50,126,4,2.63,3,5,8,19,Medium,19
22467,Thunderpick World Championship 2023,FURIA,BIG,Nuke,1,13,1,0,11,2,0,0,7,7,0.56,1.52,Online,10/30/2023,Map1,2,FURIA,chelo,22467,9 - 12,0.75,59.2,1,0.8,KSCERATO,22467,6 - 13,0.46,57.1,-1,0.65,yuurih,22467,5 - 11,0.45,48.9,1,0.61,arT,22467,2 - 12,0.17,34,-1,0.41,FalleN,22467,5 - 13,0.38,35.1,0,0.34,BIG,mantuu,22467,21 - 4,5.25,144.4,2,2.38,tabseN,22467,12 - 5,2.4,104.7,-2,1.52,s1n,22467,11 - 4,2.75,77.4,1,1.43,Krimbo,22467,11 - 6,1.83,81.6,2,1.43,prosus,22467,6 - 8,0.75,35.1,-3,0.85,2,27,61,88,1.93,4.36,2,3,5,19,Medium,14
22468,Thunderpick World Championship 2023,FURIA,BIG,Ancient,6,13,1,5,11,2,0,1,9,10,0.88,1.24,Online,10/30/2023,Map2,2,FURIA,arT,22468,16 - 16,1,103.3,2,1.28,yuurih,22468,13 - 14,0.93,74.1,0,1.04,KSCERATO,22468,12 - 15,0.8,61.2,-1,0.84,FalleN,22468,7 - 13,0.54,40.7,1,0.72,chelo,22468,8 - 16,0.5,42.3,-3,0.55,BIG,tabseN,22468,19 - 12,1.58,99.1,1,1.48,s1n,22468,18 - 9,2,90.4,0,1.41,Krimbo,22468,17 - 11,1.55,81.9,3,1.39,mantuu,22468,11 - 12,0.92,79.3,0,1.02,prosus,22468,9 - 12,0.75,49,-3,0.92,2,56,74,130,2.95,3.89,2,3,5,19,Medium,19
22469,Thunderpick World Championship 2023,Spirit,MOUZ,Ancient,16,14,5,7,7,5,3,1,18,12,1.1,1.05,Online,10/30/2023,Map1,1,Spirit,zont1x,22469,29 - 23,1.26,111,4,1.45,donk,22469,24 - 23,1.04,78.8,0,1.16,ArtFr0st,22469,21 - 18,1.17,65.4,3,1.12,magixx,22469,15 - 18,0.83,65.1,-1,0.96,chopper,22469,17 - 21,0.81,63.2,0,0.83,MOUZ,frozen,22469,23 - 20,1.15,84.7,-4,1.15,torzsi,22469,24 - 18,1.33,80.7,-4,1.13,xertioN,22469,23 - 23,1,75.4,3,1.11,Jimpphat,22469,19 - 22,0.86,71.6,0,1.05,siuhy,22469,14 - 23,0.61,55.5,-1,0.8,1,106,103,209,3.53,3.43,1,2,3,19,Medium,30
22470,Thunderpick World Championship 2023,Spirit,MOUZ,Mirage,13,6,7,6,5,1,1,0,12,7,1.38,0.76,Online,10/30/2023,Map2,1,Spirit,zont1x,22470,26 - 7,3.71,152.1,4,2.44,magixx,22470,14 - 7,2,75.5,-1,1.39,donk,22470,15 - 13,1.15,84.1,1,1.2,ArtFr0st,22470,10 - 11,0.91,45.9,1,0.98,chopper,22470,10 - 12,0.83,49.2,0,0.89,MOUZ,xertioN,22470,15 - 15,1,90.2,2,1.22,torzsi,22470,11 - 16,0.69,56.8,-2,0.73,siuhy,22470,11 - 14,0.79,58.5,-3,0.71,frozen,22470,7 - 14,0.5,47.6,-1,0.6,Jimpphat,22470,6 - 16,0.38,40.8,-1,0.53,1,75,50,125,3.95,2.63,1,2,3,19,Medium,19
22471,Thunderpick World Championship 2023,Nouns,FURIA,Vertigo,5,13,2,3,10,3,0,0,5,13,0.73,1.35,Online,10/31/2023,Map1,2,Nouns,nosraC,22471,14 - 16,0.88,78.1,-1,1,cJ dA K1nG,22471,12 - 14,0.86,58.9,1,0.76,MarKE,22471,7 - 13,0.54,68.4,-1,0.73,Bwills,22471,8 - 14,0.57,52.2,-2,0.68,cynic,22471,5 - 15,0.33,47.3,-5,0.46,FURIA,KSCERATO,22471,17 - 7,2.43,109.3,3,1.7,chelo,22471,18 - 9,2,83.1,-1,1.44,yuurih,22471,11 - 11,1,82.2,3,1.3,arT,22471,13 - 9,1.44,70.4,3,1.29,FalleN,22471,13 - 10,1.3,63.2,0,1.04,2,46,72,118,2.56,4,5,2,7,19,Medium,18
22472,Thunderpick World Championship 2023,Nouns,FURIA,Mirage,7,13,2,5,10,3,0,1,7,13,0.72,1.23,Online,10/31/2023,Map2,2,Nouns,nosraC,22472,14 - 14,1,77.9,0,1.05,MarKE,22472,12 - 16,0.75,80.8,-3,0.8,cynic,22472,8 - 15,0.53,54,0,0.7,cJ dA K1nG,22472,8 - 15,0.53,46.2,2,0.68,Bwills,22472,8 - 16,0.5,34.1,-5,0.37,FURIA,chelo,22472,16 - 11,1.45,97.8,4,1.49,KSCERATO,22472,15 - 9,1.67,75.1,0,1.25,arT,22472,16 - 10,1.6,81.9,0,1.22,FalleN,22472,15 - 9,1.67,70.3,0,1.2,yuurih,22472,14 - 14,1,70.8,2,1.01,2,50,76,126,2.5,3.8,5,2,7,19,Medium,20
