Match ID,Turnaus,Joukkue1,Joukkue2,Kartta,T1 Score,T2 Score,T1 FH,T1 SH,T2 FH,T2 SH,T1 Clutches,T2 Clutches,T1 FK,T2 FK,T1 Rating,T2 Rating,Tyyppi,Päiväys,MapNro,Voittaja,Team1,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Team2,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Name,ID,K - D,K/D,ADR,FK Diff,Rating,Voittaja,T1 Tapot,T2 Tapot,Tapot Yht,T1 K/R,T2 K/R,T1 Taso,T2 Taso,Ott Taso,Turnaus Taso,Turnaus Tyyppi,Total Rounds
22693,BLAST Premier Spring Groups 2024,Virtus.pro,BIG,Overpass,13,5,8,5,4,1,2,1,8,10,1.24,0.82,LAN,1/24/2024,Map1,1,Virtus.pro,FL1T,22693,21 - 3,7,108.7,2,2.04,n0rb3r7,22693,13 - 9,1.44,73.4,0,1.41,Jame,22693,9 - 10,0.9,55.1,-2,1.04,fame,22693,11 - 12,0.92,57.2,-3,0.89,mir,22693,8 - 12,0.67,59.3,1,0.85,BIG,mantuu,22693,13 - 9,1.44,68,3,1.26,prosus,22693,14 - 14,1,87.6,2,1.13,tabseN,22693,11 - 14,0.79,62,1,0.8,Krimbo,22693,5 - 12,0.42,48.4,1,0.65,s1n,22693,2 - 15,0.13,28.8,-5,0.24,1,62,45,107,3.44,2.5,2,2,4,55,Large,18
22694,BLAST Premier Spring Groups 2024,Virtus.pro,BIG,Vertigo,13,8,6,7,6,2,4,0,13,8,1.12,1.03,LAN,1/24/2024,Map2,1,Virtus.pro,fame,22694,15 - 14,1.07,86.8,0,1.27,FL1T,22694,15 - 15,1,89.7,4,1.24,n0rb3r7,22694,17 - 13,1.31,83.5,2,1.22,Jame,22694,12 - 13,0.92,55.9,-2,0.96,mir,22694,10 - 13,0.77,47.7,1,0.88,BIG,tabseN,22694,22 - 15,1.47,114.4,-1,1.58,Krimbo,22694,17 - 10,1.7,66.7,0,1.15,s1n,22694,12 - 14,0.86,78,2,1.13,prosus,22694,9 - 15,0.6,47.6,-4,0.75,mantuu,22694,6 - 15,0.4,39.5,-2,0.55,1,69,66,135,3.29,3.14,2,2,4,55,Large,21
22695,BLAST Premier Spring Groups 2024,Cloud9,Heroic,Mirage,13,5,8,5,4,1,3,1,9,9,1.36,0.92,LAN,1/24/2024,Map1,1,Cloud9,Perfecto,22695,19 - 10,1.9,97.2,1,1.63,Ax1Le,22695,19 - 13,1.46,99.4,3,1.58,Boombl4,22695,16 - 12,1.33,86.8,-2,1.37,electroNic,22695,11 - 11,1,90.4,-1,1.2,HObbit,22695,12 - 12,1,57.9,-1,1.02,Heroic,TeSeS,22695,13 - 14,0.93,86.1,0,1.21,nicoodoz,22695,13 - 17,0.76,84,-1,0.99,kyxsan,22695,11 - 15,0.73,76.9,0,0.9,NertZ,22695,10 - 14,0.71,56.6,0,0.75,sjuush,22695,11 - 17,0.65,51.9,1,0.74,1,77,58,135,4.28,3.22,2,2,4,55,Large,18
22696,BLAST Premier Spring Groups 2024,Cloud9,Heroic,Anubis,13,1,11,2,1,0,3,0,7,7,1.49,0.73,LAN,1/24/2024,Map2,1,Cloud9,electroNic,22696,21 - 9,2.33,136.1,3,2.11,Boombl4,22696,15 - 7,2.14,92.9,0,1.54,Perfecto,22696,10 - 6,1.67,74.3,0,1.34,Ax1Le,22696,10 - 9,1.11,104.3,0,1.31,HObbit,22696,10 - 6,1.67,67.6,-3,1.14,Heroic,sjuush,22696,10 - 12,0.83,101.4,0,1.25,kyxsan,22696,9 - 13,0.69,71.9,2,0.96,TeSeS,22696,9 - 14,0.64,68.4,0,0.72,NertZ,22696,5 - 14,0.36,51.2,-1,0.45,nicoodoz,22696,4 - 14,0.29,34.7,-1,0.29,1,66,37,103,4.71,2.64,2,2,4,55,Large,14
22697,BLAST Premier Spring Groups 2024,GamerLegion,Liquid,Overpass,6,13,4,2,8,5,2,0,6,13,0.73,1.38,LAN,1/25/2024,Map1,2,GamerLegion,volt,22697,13 - 14,0.93,62.3,1,0.94,Keoz,22697,12 - 17,0.71,79.2,1,0.88,isak,22697,8 - 16,0.5,53.4,-4,0.69,acoR,22697,6 - 14,0.43,44.3,-2,0.59,Snax,22697,8 - 16,0.5,59.4,-3,0.54,Liquid,Twistzz,22697,21 - 8,2.63,101.5,1,1.78,NAF,22697,20 - 11,1.82,102.6,1,1.51,YEKINDAR,22697,14 - 11,1.27,97.1,3,1.4,cadiaN,22697,11 - 7,1.57,71.6,1,1.21,skullz,22697,11 - 10,1.1,47.8,1,0.99,2,47,77,124,2.47,4.05,3,2,5,55,Large,19
22698,BLAST Premier Spring Groups 2024,GamerLegion,Liquid,Mirage,7,13,6,1,6,7,0,0,9,11,0.79,1.29,LAN,1/25/2024,Map2,2,GamerLegion,isak,22698,13 - 14,0.93,74.7,-1,0.96,Keoz,22698,13 - 15,0.87,62.8,2,0.94,acoR,22698,7 - 14,0.5,44.9,0,0.71,volt,22698,10 - 16,0.63,57.9,0,0.67,Snax,22698,6 - 13,0.46,46.4,-3,0.66,Liquid,NAF,22698,20 - 10,2,101.5,0,1.66,cadiaN,22698,16 - 9,1.78,73,1,1.31,YEKINDAR,22698,13 - 9,1.44,67,2,1.26,skullz,22698,12 - 9,1.33,64.2,0,1.15,Twistzz,22698,11 - 12,0.92,69.3,-1,1.05,2,49,72,121,2.45,3.6,3,2,5,55,Large,20
22699,BLAST Premier Spring Groups 2024,FaZe,Spirit,Anubis,13,4,9,4,3,1,3,0,11,6,1.41,0.79,LAN,1/25/2024,Map1,1,FaZe,frozen,22699,21 - 9,2.33,138.2,-1,2.05,broky,22699,13 - 6,2.17,71.2,1,1.56,rain,22699,11 - 8,1.38,55.6,4,1.29,ropz,22699,14 - 12,1.17,80.8,0,1.24,karrigan,22699,7 - 12,0.58,63.3,1,0.94,Spirit,zont1x,22699,16 - 14,1.14,103.8,2,1.45,sh1ro,22699,12 - 13,0.92,66.9,1,0.81,chopper,22699,9 - 15,0.6,67.9,-5,0.64,baz,22699,6 - 13,0.46,42.7,-1,0.57,hally,22699,4 - 12,0.33,43.5,-2,0.49,1,66,47,113,3.88,2.76,1,2,3,55,Large,17
22700,BLAST Premier Spring Groups 2024,FaZe,Spirit,Nuke,13,4,8,5,4,0,0,0,8,9,1.46,0.71,LAN,1/25/2024,Map2,1,FaZe,frozen,22700,21 - 9,2.33,135.9,0,2.01,broky,22700,17 - 7,2.43,109.2,1,1.88,rain,22700,16 - 8,2,78.2,2,1.56,karrigan,22700,9 - 11,0.82,47,-1,0.98,ropz,22700,10 - 11,0.91,63.6,-3,0.85,Spirit,zont1x,22700,16 - 13,1.23,95.2,2,1.25,sh1ro,22700,10 - 13,0.77,65.8,0,0.75,baz,22700,10 - 16,0.63,65.9,-3,0.69,hally,22700,6 - 16,0.38,43.4,3,0.54,chopper,22700,3 - 15,0.2,26.2,-1,0.3,1,73,45,118,4.29,2.65,1,2,3,55,Large,17
22701,BLAST Premier Spring Groups 2024,Virtus.pro,Cloud9,Overpass,13,4,8,5,4,0,1,1,13,4,1.39,0.68,LAN,1/25/2024,Map1,1,Virtus.pro,fame,22701,13 - 5,2.6,81.9,1,1.64,FL1T,22701,14 - 9,1.56,89.1,2,1.46,n0rb3r7,22701,11 - 10,1.1,78.4,4,1.39,Jame,22701,13 - 8,1.63,68.2,3,1.25,mir,22701,10 - 5,2,61.3,-1,1.2,Cloud9,HObbit,22701,11 - 12,0.92,79.8,3,1.07,electroNic,22701,11 - 12,0.92,71.8,-2,0.89,Perfecto,22701,8 - 12,0.67,53.4,0,0.67,Ax1Le,22701,4 - 13,0.31,59.1,-3,0.46,Boombl4,22701,2 - 13,0.15,20.8,-7,0.3,1,61,36,97,3.59,2.12,2,2,4,55,Large,17
22702,BLAST Premier Spring Groups 2024,Virtus.pro,Cloud9,Anubis,10,13,6,4,6,7,1,2,14,9,0.95,1.13,LAN,1/25/2024,Map2,2,Virtus.pro,FL1T,22702,17 - 15,1.13,92.3,5,1.36,fame,22702,16 - 17,0.94,75.9,3,1.05,Jame,22702,12 - 11,1.09,57.7,0,1,mir,22702,10 - 16,0.63,50.7,-2,0.77,n0rb3r7,22702,6 - 14,0.43,38.2,-1,0.6,Cloud9,Perfecto,22702,21 - 10,2.1,82.1,0,1.46,electroNic,22702,14 - 12,1.17,65.3,-1,1.16,HObbit,22702,13 - 12,1.08,78,-1,1.08,Ax1Le,22702,12 - 13,0.92,58.5,-1,0.98,Boombl4,22702,13 - 14,0.93,60.6,-2,0.95,2,61,73,134,2.65,3.17,2,2,4,55,Large,23
22703,BLAST Premier Spring Groups 2024,Virtus.pro,Cloud9,Inferno,13,9,7,6,5,4,2,0,9,11,1.12,0.98,LAN,1/25/2024,Map3,1,Virtus.pro,Jame,22703,15 - 9,1.67,66.5,2,1.25,n0rb3r7,22703,17 - 10,1.7,68.2,-1,1.23,FL1T,22703,12 - 14,0.86,85.7,-2,1.12,mir,22703,11 - 12,0.92,55.9,0,1.05,fame,22703,10 - 13,0.77,49.4,-1,0.93,Cloud9,Perfecto,22703,15 - 13,1.15,71.1,2,1.14,electroNic,22703,14 - 15,0.93,72.5,1,1.1,Boombl4,22703,7 - 14,0.5,59.1,0,0.92,Ax1Le,22703,12 - 13,0.92,54.8,-1,0.88,HObbit,22703,9 - 11,0.82,40,0,0.86,1,65,57,122,2.95,2.59,2,2,4,55,Large,22
22704,BLAST Premier Spring Groups 2024,BIG,Heroic,Vertigo,12,16,5,7,7,5,1,2,11,17,0.93,1.2,LAN,1/25/2024,Map1,2,BIG,tabseN,22704,18 - 19,0.95,71.7,0,1.03,s1n,22704,18 - 18,1,64.3,-1,1.02,mantuu,22704,19 - 19,1,64.2,-1,0.97,prosus,22704,17 - 22,0.77,77,-2,0.96,Krimbo,22704,9 - 17,0.53,47,-2,0.67,Heroic,TeSeS,22704,25 - 13,1.92,76.3,1,1.45,NertZ,22704,20 - 16,1.25,74.5,6,1.35,nicoodoz,22704,19 - 19,1,79.8,2,1.19,kyxsan,22704,15 - 16,0.94,73.8,0,1.07,sjuush,22704,16 - 17,0.94,58.8,-3,0.96,2,81,95,176,2.89,3.39,2,2,4,55,Large,28
22705,BLAST Premier Spring Groups 2024,BIG,Heroic,Nuke,13,9,7,6,5,4,2,0,15,7,1.19,0.87,LAN,1/25/2024,Map2,1,BIG,tabseN,22705,19 - 14,1.36,104.6,6,1.58,prosus,22705,18 - 16,1.13,83,3,1.3,mantuu,22705,13 - 11,1.18,53.2,0,1.08,s1n,22705,14 - 13,1.08,60.5,1,1.05,Krimbo,22705,10 - 13,0.77,65,-2,0.91,Heroic,kyxsan,22705,17 - 15,1.13,82.5,0,1.08,NertZ,22705,14 - 13,1.08,68.6,-3,1.04,sjuush,22705,13 - 15,0.87,56.5,-1,0.81,nicoodoz,22705,10 - 14,0.71,57.3,-2,0.78,TeSeS,22705,11 - 19,0.58,60.8,-2,0.62,1,74,65,139,3.36,2.95,2,2,4,55,Large,22
22706,BLAST Premier Spring Groups 2024,BIG,Heroic,Anubis,16,14,6,6,6,6,0,2,17,13,1.12,0.98,LAN,1/25/2024,Map3,1,BIG,Krimbo,22706,22 - 18,1.22,90.2,0,1.28,s1n,22706,23 - 16,1.44,82.6,-1,1.16,prosus,22706,19 - 19,1,70.6,0,1.15,mantuu,22706,20 - 17,1.18,57.6,4,1.05,tabseN,22706,18 - 21,0.86,62.8,1,0.96,Heroic,nicoodoz,22706,29 - 20,1.45,98.6,0,1.38,NertZ,22706,19 - 17,1.12,75.3,2,1.18,sjuush,22706,18 - 21,0.86,57.6,0,0.92,kyxsan,22706,13 - 23,0.57,62,-5,0.76,TeSeS,22706,12 - 21,0.57,48.3,-1,0.68,1,102,91,193,3.4,3.03,2,2,4,55,Large,30
22707,BLAST Premier Spring Groups 2024,Vitality,Falcons,Nuke,16,19,7,5,5,7,4,3,18,17,1,1.16,LAN,1/26/2024,Map1,2,Vitality,ZywOo,22707,31 - 25,1.24,88.7,-2,1.19,flameZ,22707,26 - 24,1.08,77.4,-1,1.13,Spinx,22707,26 - 29,0.9,77.3,3,1.06,apEX,22707,21 - 28,0.75,71.1,0,0.92,mezii,22707,13 - 25,0.52,43.8,1,0.69,Falcons,Magisk,22707,35 - 24,1.46,104.9,3,1.54,SunPayus,22707,28 - 17,1.65,69.9,2,1.33,BOROS,22707,27 - 24,1.13,86.9,1,1.23,Snappi,22707,23 - 24,0.96,64.1,-5,0.97,Maden,22707,18 - 28,0.64,63.1,-2,0.73,2,117,131,248,3.34,3.74,1,1,2,55,Large,35
22708,BLAST Premier Spring Groups 2024,Vitality,Falcons,Vertigo,13,9,7,6,5,4,0,0,9,12,1.14,0.96,LAN,1/26/2024,Map2,1,Vitality,ZywOo,22708,24 - 11,2.18,124.8,0,1.85,mezii,22708,15 - 11,1.36,61,2,1.2,Spinx,22708,16 - 12,1.33,64.8,1,1.1,flameZ,22708,12 - 15,0.8,58.1,-3,0.86,apEX,22708,8 - 17,0.47,54.3,-3,0.69,Falcons,Maden,22708,17 - 16,1.06,89.7,2,1.28,SunPayus,22708,18 - 13,1.38,82.3,-1,1.16,Magisk,22708,15 - 16,0.94,76.4,1,1,Snappi,22708,7 - 15,0.47,45,0,0.72,BOROS,22708,8 - 18,0.44,56.4,0,0.63,1,75,65,140,3.41,2.95,1,1,2,55,Large,22
22709,BLAST Premier Spring Groups 2024,Vitality,Falcons,Anubis,13,8,6,7,6,2,2,1,14,7,1.24,0.85,LAN,1/26/2024,Map3,1,Vitality,mezii,22709,18 - 11,1.64,96,3,1.5,flameZ,22709,10 - 6,1.67,56.9,2,1.38,ZywOo,22709,19 - 12,1.58,84.6,0,1.29,Spinx,22709,13 - 11,1.18,43.9,1,1.02,apEX,22709,11 - 15,0.73,80.2,1,1.01,Falcons,Magisk,22709,16 - 13,1.23,74,0,1.14,SunPayus,22709,13 - 14,0.93,64.5,1,0.93,Maden,22709,8 - 14,0.57,54.4,-1,0.76,BOROS,22709,8 - 15,0.53,61.1,-3,0.74,Snappi,22709,10 - 15,0.67,47,-4,0.69,1,71,55,126,3.38,2.62,1,1,2,55,Large,21
22710,BLAST Premier Spring Groups 2024,G2,Ninjas in Pyjamas,Vertigo,13,6,7,6,5,1,1,1,11,8,1.25,0.85,LAN,1/26/2024,Map1,1,G2,m0NESY,22710,21 - 10,2.1,83.3,4,1.6,NiKo,22710,16 - 14,1.14,107.2,1,1.35,nexa,22710,12 - 6,2,46.2,0,1.21,huNter-,22710,10 - 13,0.77,84.2,2,1.09,HooXi,22710,10 - 11,0.91,64.5,-4,1.02,Ninjas in Pyjamas,es3tag,22710,15 - 14,1.07,84.2,0,1.15,alex,22710,10 - 14,0.71,70.3,1,0.92,REZ,22710,14 - 16,0.88,64.6,-1,0.86,headtr1ck,22710,9 - 13,0.69,54.9,-1,0.76,k0nfig,22710,6 - 14,0.43,43.2,-2,0.55,1,69,54,123,3.63,2.84,1,3,4,55,Large,19
22711,BLAST Premier Spring Groups 2024,G2,Ninjas in Pyjamas,Anubis,13,9,8,5,4,5,2,0,15,7,1.19,0.97,LAN,1/26/2024,Map2,1,G2,m0NESY,22711,18 - 14,1.29,85,4,1.37,nexa,22711,16 - 10,1.6,65.3,1,1.29,NiKo,22711,14 - 16,0.88,87,2,1.15,huNter-,22711,17 - 17,1,83.6,1,1.11,HooXi,22711,14 - 13,1.08,65.6,0,1.05,Ninjas in Pyjamas,REZ,22711,19 - 13,1.46,85.5,-4,1.28,alex,22711,15 - 16,0.94,76.1,0,1,es3tag,22711,10 - 15,0.67,64.1,-2,0.93,headtr1ck,22711,11 - 16,0.69,57.2,0,0.87,k0nfig,22711,15 - 19,0.79,65.5,-2,0.76,1,79,70,149,3.59,3.18,1,3,4,55,Large,22
22712,BLAST Premier Spring Groups 2024,GamerLegion,FaZe,Ancient,5,13,4,1,8,5,0,3,7,11,0.73,1.38,LAN,1/26/2024,Map1,2,GamerLegion,Snax,22712,14 - 13,1.08,71.7,-2,0.94,volt,22712,11 - 14,0.79,74.9,1,0.81,Keoz,22712,8 - 14,0.57,44.8,0,0.68,acoR,22712,7 - 13,0.54,50.3,0,0.67,isak,22712,7 - 18,0.39,58.7,-3,0.55,FaZe,broky,22712,17 - 8,2.13,89.9,0,1.61,frozen,22712,16 - 9,1.78,95.8,2,1.57,rain,22712,16 - 9,1.78,90.3,2,1.55,ropz,22712,14 - 8,1.75,79.2,3,1.44,karrigan,22712,7 - 15,0.47,45.2,-3,0.71,2,47,70,117,2.61,3.89,3,1,4,55,Large,18
22713,BLAST Premier Spring Groups 2024,GamerLegion,FaZe,Overpass,16,12,6,6,6,6,1,1,15,13,1.23,0.87,LAN,1/26/2024,Map2,1,GamerLegion,Snax,22713,21 - 14,1.5,87.1,2,1.38,acoR,22713,21 - 13,1.62,70.2,2,1.24,Keoz,22713,21 - 17,1.24,79.2,-1,1.23,volt,22713,19 - 17,1.12,66.1,4,1.17,isak,22713,19 - 16,1.19,80.7,-5,1.15,FaZe,ropz,22713,21 - 18,1.17,86.1,5,1.27,broky,22713,21 - 20,1.05,67.7,1,1.02,frozen,22713,16 - 20,0.8,71.4,-2,0.91,karrigan,22713,10 - 21,0.48,40.9,-2,0.59,rain,22713,8 - 22,0.36,45,-4,0.54,1,101,76,177,3.61,2.71,3,1,4,55,Large,28
22714,BLAST Premier Spring Groups 2024,GamerLegion,FaZe,Inferno,5,13,4,1,8,5,1,1,8,10,0.71,1.41,LAN,1/26/2024,Map3,2,GamerLegion,isak,22714,17 - 12,1.42,106.8,1,1.36,Snax,22714,9 - 15,0.6,53.9,-1,0.63,acoR,22714,8 - 16,0.5,39.7,-2,0.56,volt,22714,5 - 14,0.36,48.7,-2,0.52,Keoz,22714,6 - 18,0.33,52.4,2,0.49,FaZe,ropz,22714,19 - 9,2.11,108.2,-1,1.64,karrigan,22714,18 - 9,2,93.9,0,1.57,rain,22714,17 - 9,1.89,95.2,1,1.55,frozen,22714,10 - 11,0.91,79.9,0,1.18,broky,22714,11 - 7,1.57,51.4,2,1.13,2,45,75,120,2.5,4.17,3,1,4,55,Large,18
22715,BLAST Premier Spring Groups 2024,Cloud9,BIG,Ancient,9,13,6,3,6,7,2,3,13,9,0.93,1.27,LAN,1/26/2024,Map1,2,Cloud9,Perfecto,22715,16 - 14,1.14,59.4,2,1.1,Boombl4,22715,15 - 17,0.88,81,5,1.1,HObbit,22715,16 - 18,0.89,72.4,-2,0.87,Ax1Le,22715,16 - 21,0.76,73.3,-2,0.8,electroNic,22715,8 - 17,0.47,73.2,1,0.77,BIG,Krimbo,22715,21 - 9,2.33,89.4,0,1.61,mantuu,22715,26 - 15,1.73,94.4,2,1.59,prosus,22715,13 - 14,0.93,75.9,-3,1.09,tabseN,22715,13 - 17,0.76,68.2,0,1.03,s1n,22715,14 - 17,0.82,85.2,-3,1.01,2,71,87,158,3.23,3.95,2,2,4,55,Large,22
22716,BLAST Premier Spring Groups 2024,Cloud9,BIG,Anubis,10,13,3,7,9,4,3,1,11,12,0.94,1.28,LAN,1/26/2024,Map2,2,Cloud9,Perfecto,22716,17 - 15,1.13,82.8,2,1.29,HObbit,22716,17 - 18,0.94,68,1,1.02,electroNic,22716,10 - 17,0.59,68,-2,0.84,Boombl4,22716,10 - 19,0.53,54.4,-2,0.81,Ax1Le,22716,13 - 19,0.68,63.3,0,0.74,BIG,mantuu,22716,26 - 11,2.36,95.6,2,1.72,Krimbo,22716,14 - 10,1.4,84.2,1,1.38,tabseN,22716,17 - 14,1.21,85.4,-3,1.22,prosus,22716,18 - 15,1.2,75.7,3,1.2,s1n,22716,13 - 17,0.76,63.6,-2,0.89,2,67,88,155,2.91,3.83,2,2,4,55,Large,23
22717,BLAST Premier Spring Groups 2024,Astralis,Vitality,Inferno,13,10,4,9,8,2,3,1,8,15,1.09,1.11,LAN,1/27/2024,Map1,1,Astralis,jabbi,22717,20 - 15,1.33,82.3,-1,1.29,blameF,22717,15 - 13,1.15,69.9,-3,1.16,Staehr,22717,14 - 15,0.93,62.6,2,1.12,device,22717,13 - 14,0.93,69.8,-2,0.96,stavn,22717,12 - 18,0.67,71.7,-3,0.9,Vitality,Spinx,22717,21 - 14,1.5,78.3,1,1.37,ZywOo,22717,13 - 14,0.93,78,3,1.13,apEX,22717,15 - 14,1.07,71,2,1.1,flameZ,22717,14 - 16,0.88,60,0,0.99,mezii,22717,12 - 17,0.71,64.3,1,0.92,1,74,75,149,3.22,3.26,2,1,3,55,Large,23
22718,BLAST Premier Spring Groups 2024,Astralis,Vitality,Mirage,14,16,4,8,8,4,2,1,13,17,0.96,1.12,LAN,1/27/2024,Map2,2,Astralis,Staehr,22718,22 - 17,1.29,74.5,-2,1.16,blameF,22718,19 - 19,1,84.1,-1,1.08,jabbi,22718,22 - 21,1.05,80.1,1,1.06,device,22718,16 - 22,0.73,64.3,-2,0.86,stavn,22718,15 - 26,0.58,54.1,0,0.65,Vitality,ZywOo,22718,30 - 18,1.67,102.1,6,1.64,Spinx,22718,24 - 18,1.33,76,2,1.17,mezii,22718,20 - 19,1.05,69.8,0,1.03,flameZ,22718,14 - 17,0.82,54.3,-1,0.88,apEX,22718,17 - 22,0.77,73.6,-3,0.86,2,94,105,199,3.13,3.5,2,1,3,55,Large,30
22719,BLAST Premier Spring Groups 2024,Astralis,Vitality,Nuke,6,13,5,1,7,6,0,0,8,11,0.9,1.17,LAN,1/27/2024,Map3,2,Astralis,stavn,22719,17 - 17,1,111.6,2,1.39,device,22719,11 - 13,0.85,72.4,2,0.99,blameF,22719,8 - 10,0.8,51.3,-2,0.8,jabbi,22719,11 - 13,0.85,46.3,-3,0.69,Staehr,22719,7 - 12,0.58,43.6,-2,0.61,Vitality,ZywOo,22719,22 - 7,3.14,101.5,0,1.78,flameZ,22719,15 - 8,1.88,87.4,0,1.4,apEX,22719,12 - 16,0.75,83.5,3,1.02,mezii,22719,9 - 12,0.75,48.5,1,0.9,Spinx,22719,7 - 12,0.58,42.1,-1,0.76,2,54,65,119,2.84,3.42,2,1,3,55,Large,19
22720,BLAST Premier Spring Groups 2024,Natus Vincere,G2,Inferno,13,9,7,6,5,4,3,0,10,12,1.11,1.08,LAN,1/27/2024,Map1,1,Natus Vincere,b1t,22720,20 - 13,1.54,100.3,2,1.45,iM,22720,19 - 16,1.19,81.9,-2,1.18,jL,22720,13 - 17,0.76,68.1,0,1.04,Aleksib,22720,13 - 18,0.72,71.7,-1,0.96,w0nderful,22720,11 - 13,0.85,47.2,-1,0.92,G2,m0NESY,22720,19 - 15,1.27,75.6,5,1.35,HooXi,22720,15 - 13,1.15,81.8,-2,1.23,NiKo,22720,17 - 16,1.06,84,1,1.09,huNter-,22720,17 - 18,0.94,77.1,1,1.04,nexa,22720,9 - 15,0.6,49.9,-3,0.71,1,76,77,153,3.45,3.5,2,1,3,55,Large,22
22721,BLAST Premier Spring Groups 2024,Natus Vincere,G2,Mirage,13,5,9,4,3,2,2,1,13,5,1.33,0.81,LAN,1/27/2024,Map2,1,Natus Vincere,w0nderful,22721,15 - 9,1.67,85.3,4,1.5,b1t,22721,17 - 9,1.89,80.2,2,1.5,jL,22721,17 - 11,1.55,99.2,1,1.45,iM,22721,12 - 12,1,73.6,2,1.13,Aleksib,22721,8 - 12,0.67,60.2,-1,1.07,G2,m0NESY,22721,15 - 13,1.15,90.3,3,1.24,huNter-,22721,14 - 13,1.08,85.6,-2,0.97,HooXi,22721,9 - 11,0.82,52.2,-3,0.86,nexa,22721,8 - 16,0.5,55.8,1,0.54,NiKo,22721,5 - 17,0.29,44.4,-7,0.44,1,69,51,120,3.83,2.83,2,1,3,55,Large,18
22722,BLAST Premier Spring Groups 2024,Liquid,FaZe,Nuke,11,13,7,4,5,8,1,0,9,15,1.03,1.06,LAN,1/27/2024,Map1,2,Liquid,Twistzz,22722,28 - 16,1.75,100.9,-1,1.47,cadiaN,22722,21 - 13,1.62,78.6,0,1.26,skullz,22722,12 - 19,0.63,72.2,-1,0.94,YEKINDAR,22722,12 - 16,0.75,57.7,-3,0.83,NAF,22722,6 - 19,0.32,50.8,-1,0.67,FaZe,rain,22722,20 - 16,1.25,95.9,4,1.42,broky,22722,18 - 14,1.29,81.7,1,1.13,frozen,22722,16 - 17,0.94,73.8,0,0.99,ropz,22722,16 - 16,1,64.9,2,0.98,karrigan,22722,13 - 19,0.68,56.5,-1,0.78,2,79,83,162,3.29,3.46,2,1,3,55,Large,24
22723,BLAST Premier Spring Groups 2024,Liquid,FaZe,Mirage,9,13,6,3,6,7,0,1,9,13,0.91,1.19,LAN,1/27/2024,Map2,2,Liquid,NAF,22723,18 - 15,1.2,81.1,4,1.21,YEKINDAR,22723,17 - 14,1.21,88.6,-2,1.16,skullz,22723,11 - 18,0.61,57.3,-1,0.76,cadiaN,22723,13 - 18,0.72,59.4,-3,0.76,Twistzz,22723,10 - 17,0.59,55.7,-2,0.67,FaZe,karrigan,22723,22 - 15,1.47,95.3,1,1.42,frozen,22723,17 - 12,1.42,87.1,3,1.42,ropz,22723,21 - 11,1.91,95.6,0,1.32,rain,22723,13 - 16,0.81,67,0,1.1,broky,22723,9 - 15,0.6,48.2,0,0.66,2,69,82,151,3.14,3.73,2,1,3,55,Large,22
22724,BLAST Premier Spring Groups 2024,Virtus.pro,BIG,Overpass,13,10,5,8,7,3,3,0,14,9,1.13,1.05,LAN,1/27/2024,Map1,1,Virtus.pro,Jame,22724,25 - 10,2.5,105.4,2,1.73,n0rb3r7,22724,14 - 14,1,79.8,2,1.26,fame,22724,13 - 18,0.72,81,3,1.04,FL1T,22724,15 - 16,0.94,55.6,-4,0.86,mir,22724,12 - 19,0.63,55.5,2,0.75,BIG,prosus,22724,29 - 15,1.93,95.8,2,1.58,mantuu,22724,16 - 15,1.07,81.8,-1,1.1,Krimbo,22724,10 - 14,0.71,67.9,1,0.99,s1n,22724,12 - 17,0.71,53,-7,0.83,tabseN,22724,9 - 18,0.5,55.1,0,0.74,1,79,76,155,3.43,3.3,2,2,4,55,Large,23
22725,BLAST Premier Spring Groups 2024,Virtus.pro,BIG,Anubis,13,6,9,4,3,3,0,0,16,3,1.38,0.64,LAN,1/27/2024,Map2,1,Virtus.pro,FL1T,22725,16 - 6,2.67,79.2,1,1.54,fame,22725,15 - 6,2.5,71.2,4,1.5,Jame,22725,12 - 6,2,59.1,3,1.41,mir,22725,13 - 9,1.44,69.9,3,1.32,n0rb3r7,22725,9 - 11,0.82,78.4,2,1.12,BIG,tabseN,22725,11 - 13,0.85,66.5,-6,0.77,prosus,22725,7 - 12,0.58,53.5,-1,0.72,s1n,22725,7 - 13,0.54,51,-1,0.63,mantuu,22725,7 - 13,0.54,34.6,-2,0.58,Krimbo,22725,5 - 14,0.36,46.1,-3,0.51,1,65,37,102,3.42,1.95,2,2,4,55,Large,19
